recId,searchText
2104,"ул. Победы, д. 141"
2105,"ул. Победы, д. 52"
2106,"ул. Победы, д. 52"
2107,"ул. Победы, д. 85"
2108,"ул. Пушкина, д. 230"
2109,"ул. Рабочая, д. 169А"
2110,"ул. Садовая, д. 100Д"
2111,"ул. Складская, д. 4А"
2112,"ул. Станционная, д. 64, ВП1"
2113,"ул. Тауелсиздик, д. 46"
2114,"ул. Текстильщиков, д. 18"
2115,"ул. Текстильщиков, д. 23А"
2116,"ул. Темирбаева, д. 14"
2117,"ул. Терешковой, д. 108"
2118,"ул. Терешковой, д. 13Б"
2119,"ул. Терешковой, д. 46"
2120,"ул. Толстого, д. 50"
2121,"ул. Уральская, д. 45"
2122,"ул. Урожайная, д. 22"
2123,"ул. Целинная, д. 2"
2124,"ул. Чернышевского, д. 68"
2125,"ул. Чернышевского, д. 68Б"
2126,"ул. Чернышевского, д. 68Б"
2127,"ул. Чехова, д. 104"
2128,"ул. Чкалова, д. 11"
2129,"ул. Чкалова, д. 17"
2130,"ул. Чкалова, д. 2"
2131,"ул. Шевченко, д. 37"
2132,"пр. Абая, д. 94"
2133,"ул. Маяковского, д. 120"
2134,"9 мкр-н, д. 1, ВП 7"
2135,"1 мкр-н, ул. Кенганова, д. 1"
2136,"1 мкр-н, ул. Кенганова, д. 1"
2137,"5 мкр-н, д. 8"
2138,"мкр. Достык, ул. Дружбы, д. 11"
2139,"мкр. Кен-Жылыой, д. 167а"
2140,"мкр. Кен-Жылыой, д. 167А"
2141,"пр. Махамбета, д. 18а"
2142,"пр. Махамбета, д. 27"
2143,"пр. Махамбета, д. 44 А"
2144,"р-н 9 ауыл, б/н"
2145,"р-н Жана каратон, б/н"
2146,"ул. Абдрахманова, д. 39"
2147,"ул. А.Султанова, д. 1"
2148,"ул. Караманова, д. 8"
2149,"ул. Махамбета, д. 18"
2150,"ул. Махамбета, д. 242"
2151,"ул. Махамбета, д. 95"
2152,"ул. Тайманова, д. 164"
2153,"ул. Танкыбаева, д. 13"
2154,"ул. Танкыбаева, д. 26"
2155,"ул. Тайманова, б/н"
2156,"ул. Тайманова, б/н"
2157,"ул. Тайманова, б/н"
2158,"ул. Тайманова, д. 167"
2159,"ул. Тайманова, д. 167"
2160,"ул. Центральная, б/н"
2161,"ул. Тайманова, д. 167"
2162,"3 укрупленный квартал, 3"
2163,"мкр. Акмечеть, д. 26"
2164,"мкр. Акмечеть, д. 28"
2165,"мкр. Акмечеть, д. 9Б"
2166,"мкр. Акмешит, б/н"
2167,"мкр. Арай, д. 96 В"
2168,"мкр. Астана-2, ул. Асана Тайманова, д. 81"
2169,"мкр. Астана, д. 10"
2170,"мкр. Мерей, д. 25"
2171,"мкр. Сырдария, ул. Касымхана, б/н"
2172,"мкр. Шугыла, б/н"
2173,"мкр. Шугыла, д. 24А"
2174,"мкр. Шугыла, д. 25"
2175,"мкр. Шугыла, д. 53"
2176,"мкр. Шугыла, д. 8"
2177,"пос. Жалагаш, ул. Абая, б/н"
2178,"пос. Жалагаш, ул. Абая, б/н"
2179,"пос. Жалагаш, ул. Казыбек Би, б/н"
2180,"пос. Жанакорган, ул. Амангельды, б/н"
2181,"пос. Жанакорган, ул. Амангельды, б/н"
2182,"пос. Жанакорган, ул. Кокенова, д. 30/1"
2183,"пос. Жанакорган, ул. Кокенова, д. 30/1"
2184,"пос. Жанакорган, ул. Сапарбекова, д. 108"
2185,"пос. Жанакорган, ул. Сапарбекова, д. 108"
2186,"пос. Тасбогет, ул. Есенова, д. 31"
2187,"пос. Тасбогет, ул. Сейфуллина, д. 30"
2188,"пос. Тасбугет, ул. Баймаганбетова, д. 7А"
2189,"пос. Теренозек, ул. Амангелді, д. 59"
2190,"пос. Теренозек, ул. Амангельды, д. 49"
2191,"пр. Абая, б/н"
2192,"пр. Абая, д. 28А"
2193,"пр. Абая, д. 39"
2194,"пр. Абая, д. 40"
2195,"пр. Абая, д. 46"
2196,"пр. Абая, д. 47Г"
2197,"пр. Абая Кунанбаева, д. 50"
2198,"пр. Абая Кунанбаева, д. 50"
2199,"пр. Астана, б/н"
2200,"пр. Назарбаева, д. 13 А"
2201,"пр. Назарбаева, д. 20"
2202,"пр. Назарбаева, д. 20"
2203,"с. Жалагаш, ул. Амангельды, б/н"
2204,"с. Тасбогет, ул. Есенова, д. 36"
2205,"ул. Абдиреева, д. 13"
2206,"ул. Абдреева, д. 13"
2207,"ул. Абуова, д. 21"
2208,"ул. Абылхаир хана, д. 50"
2209,"ул. Айтеке би, д. 1"
2210,"ул. Айтеке би, д. 1"
2211,"ул. Айтеке би, д. 10"
2212,"ул. Айтеке би, д. 1 В"
2213,"ул. Айтеке би, д. 1В"
2214,"ул. Артемова, д. 5А"
2215,"ул. А.Токмагамбетова, д. 25"
2216,"ул. Ауэзова, б/н"
2217,"ул. Байтурсынова, д. 46Б"
2218,"ул. Бегим ана, д. 11"
2219,"ул. Бекшораулы, д. 2"
2220,"ул. Бокейхана, д. 62"
2221,"ул. Бокейхана, д. 62"
2222,"ул. Бокейхана, д. 62 А"
2223,"ул. Бокейхана, д. 64А"
2224,"ул. Жанадилова, д. 18"
2225,"ул. Жанкожа батыра, д. 1"
2226,"ул. Жанкожа батыра, д. 1"
2227,"ул. Жанкожа батыра, д. 90"
2228,"ул. Желтоксан, б/н"
2229,"ул. Желтоксан, д. 20, кв. 11"
2230,"ул. Желтоксан, д. 34"
2231,"ул. Жетыколь, д. 30"
2232,"ул. Жиенбая жырау, д. 11"
2233,"ул. Жунусова, д. 14"
2234,"ул. Журбы, д. 31"
2235,"ул. Журбы, д. 65"
2236,"ул. Журбы, д. 65"
2237,"ул. И.Журбы, д. 85 А"
2238,"ул. Казантаева, д. 1"
2239,"ул. Казантаева, д. 1"
2240,"ул. Казантаева, д. 1"
2241,"ул. Казыбек би, д. 22"
2242,"ул. Коркыт Ата, б/н"
2243,"ул. Коркыт Ата, б/н"
2244,"ул. Коркыт Ата, д. 136"
2245,"ул. Коркыт Ата, д. 142"
2246,"ул. Коркыт Ата, д. 3А"
2247,"ул. Коркыт-Ата, д. 84 А"
2248,"ул. Кунаева, д. 5"
2249,"ул. Кыдырова, д. 2"
2250,"ул. Муратбаева, д. 15"
2251,"ул. Мусрепова, д. 73"
2252,"ул. М.Шокая, д. 36А"
2253,"ул. Саулет, д. 11"
2254,"ул. Саулет, д. 27А"
2255,"ул. С.Бейбарыса, д. 123"
2256,"ул. С.Бейбарыса, д. 170"
2257,"ул. Сулейменова, д. 64"
2258,"ул. Токмагамбетова, 1"
2259,"ул. Токмагамбетова, 1"
2260,"ул. Токмагамбетова, д. 1"
2261,"ул. Токтыбаева, д. 2, кв. 7"
2262,"ул. Токтыбаева, д. 2, кв. 7"
2263,"ул. Токтыбаева, д. 2, кв. 7"
2264,"ул. Торайгырова, б/н"
2265,"ул. Торайгырова, д. 193"
2266,"ул. Торайгырова, д. 193"
2267,"ул. Торайгырова, д. 211А"
2268,"ул. Торайгырова, д. 22"
2269,"ул. Усербаева, д. 15"
2270,"ул. Чимбай, д. 96"
2271,"ул. Шокая, д. 21"
2272,"ул. Шукурова, д. 98А"
2273,"ул. Толе би, д. 139"
2274,"пр. Абая, б/н"
2275,"ул. М.Шокая, д. 36А"
2276,"39 мкр-н, ул. Толстого, д. 125"
2277,"мкр. дачный, пр. Н.Назарбаева, д. 301/1"
2278,"мкр. Затонский, ул. 1 Мая, д. 286"
2279,"мкр. Усольский, ул. Бекхожина, д. 1/1"
2280,"мкр. Усольский, ул. Бекхожина, д. 15"
2281,"мкр. Усольский, ул. Бекхожина, д. 3/3"
2282,"мкр. Усольский, ул. Майры, д. 23/1"
2283,"мкр. Усольский, ул. Ткачева, д. 17/4"
2284,"мкр. Химгородки, ул. Айманова, д. 17"
2285,"пос. Кенжеколь, ул. Парковая, д. 2"
2286,"пос. Ленинский, ул. Макажанова, д. 19"
2287,"пос. Павлодарское, Молодежный переулок, д. 2А"
2288,"Привокзальная площадь, д. 1"
2289,"Привокзальная площадь, д. 1 А"
2290,"пр. Н.Назарбаева, д. 13/1"
2291,"пр. Н.Назарбаева, д. 157"
2292,"пр. Н.Назарбаева, д. 173"
2293,"пр. Н.Назарбаева, д. 174"
2294,"пр. Н.Назарбаева, д. 19"
2295,"пр. Н.Назарбаева, д. 204"
2296,"пр. Н.Назарбаева, д. 204"
2297,"пр. Н.Назарбаева, д. 2/2"
2298,"пр. Н.Назарбаева, д. 24/1"
2299,"пр. Н.Назарбаева, д. 282/5"
2300,"пр. Н.Назарбаева, д. 287/1"
2301,"пр. Н.Назарбаева, д. 29"
2302,"пр. Н.Назарбаева, д. 31"
2303,"пр. Н.Назарбаева, д. 3/1"
2304,"пр. Н.Назарбаева, д. 34"
2305,"пр. Н.Назарбаева, д. 34"
2306,"пр. Н.Назарбаева, д. 41"
2307,"пр. Н.Назарбаева, д. 41"
2308,"пр. Н.Назарбаева, д. 42/3"
2309,"пр. Н.Назарбаева, д. 44"
2310,"с. Кенжеколь, ул. Алиясова, д. 4Б"
2311,"с. Кенжеколь, ул. Кенжекольская, д. 21/1"
2312,"ул. 1 Мая, д. 270"
2313,"ул. 1 Мая, д. 288"
2314,"ул. 1 Мая, д. 383"
2315,"ул. 1 Мая, д. 40"
2316,"ул. 1 Мая, д. 6"
2317,"ул. Абая, д. 150"
2318,"ул. Айманова, д. 29"
2319,"ул. Айманова, д. 45, кв. 1"
2320,"ул. Академика Бектурова, д. 111"
2321,"ул. Академика Сатпаева, д. 17"
2322,"ул. Академика Сатпаева, д. 21"
2323,"ул. Академика Сатпаева, д. 245/1"
2324,"ул. Академика Чокина, д. 143"
2325,"ул. Академика Чокина, д. 150"
2326,"ул. Академика Чокина, д. 25"
2327,"ул. Академика Чокина, д. 38/1"
2328,"ул. Академика Чокина, д. 87"
2329,"ул. Ак. Сатпаева, д. 316/1"
2330,"ул. Ак. Чокина, д. 38/1"
2331,"ул. Амангельды, д. 19/2"
2332,"ул. Астана, д. 16"
2333,"ул. Астана, д. 19А"
2334,"ул. Астана, д. 3"
2335,"ул. Астана, д. 3/1"
2336,"ул. Астана, д. 3/1"
2337,"ул. Астана, д. 44"
2338,"ул. Ауэзова, д. 10"
2339,"ул. Ауэзова, д. 29"
2340,"ул. Ауэзова, д. 73/1"
2341,"ул. Ауэзова, д. 73/1"
2342,"ул. Бауыржана Момышулы, д. 35"
2343,"ул. Бестужева, д. 10/1"
2344,"ул. Ворушина, д. 10/1"
2345,"ул. Гагарина, д. 38/2"
2346,"ул. Генерала Дюсенова, д. 3/1"
2347,"ул. Дерибаса, 2/2, кв. 1"
2348,"ул. Джамбульская, д. 1"
2349,"ул. Донецкая, д. 2"
2350,"ул. Естая, д. 134, кв. (офис) 292"
2351,"ул. Естая, д. 136"
2352,"ул. Естая, д. 136"
2353,"ул. Естая, д. 81"
2354,"ул. Естая, д. 81"
2355,"ул. Естая, д. 99"
2356,"ул. Жаяу-Мусы, д. 6"
2357,"ул. И.Байзакова, д. 314/1"
2358,"ул. Иванова, д. 83/1"
2359,"ул. Исиналиева, д. 58"
2360,"ул. Иссыкульская, д. 2"
2361,"ул. Каирбаева, д. 82"
2362,ул. Камзина 166/1
2363,"ул. Камзина, д. 171"
2364,"ул. Камзина, д. 178"
2365,"ул. Камзина, д. 18"
2366,"ул. Камзина, д. 3"
2367,"ул. Камзина, д. 348"
2368,"ул. Камзина, д. 358/3"
2369,"ул. Камзина, д. 51"
2370,"ул. Камзина, д. 58/2"
2371,"ул. Камзина, д. 58/2"
2372,"ул. Камзина, д. 67/1"
2373,"ул. Камзина, д. 67/1"
2374,"ул. Камзина, д. 67/1"
2375,"ул. Карагандинская, д. 1"
2376,"ул. Катаева, д. 111"
2377,"ул. Катаева, д. 14"
2378,"ул. Катаева, д. 24/1"
2379,"ул. Катаева, д. 36/2"
2380,"ул. Катаева, д.36/3"
2381,"ул. Катаева, д. 51"
2382,"ул. Катаева, д. 60"
2383,"ул. Короленко, д. 347"
2384,"ул. Короленко, д. 8"
2385,"ул. Кривенко, д. 23/5"
2386,"ул. Кривенко, д. 49"
2387,"ул. Крылова, д. 26"
2388,"ул. Ленина, д. 52"
2389,"ул. Ленина, д. 53/1"
2390,"ул. Лермонтова, 82"
2391,"ул. Лермонтова, 82"
2392,"ул. Лермонтова, д. 109"
2393,"ул. Лермонтова, д. 120"
2394,"ул. Лермонтова, д. 48"
2395,"ул. Лермонтова, д. 82"
2396,"ул. Лермонтова, д. 84"
2397,"ул. Лермонтова, д. 86"
2398,"ул. Лермонтова, д. 90"
2399,"ул. Ломова, д. 154"
2400,"ул. Ломова, д. 179а"
2401,"ул. Ломова, д. 58/1"
2402,"ул. Ломова, д. 71"
2403,"ул. Луначарского, 9"
2404,"ул. Луначарского, 9"
2405,"ул. Луначарского, д. 6Г"
2406,"ул. Майры, д. 43"
2407,"ул. Малайсары Батыра, д. 21"
2408,"ул. Малайсары батыра, д. 27"
2409,"ул. Малайсары батыра, д. 39"
2410,"ул. Малая объездная, д. 6"
2411,"ул. Маргулана, д. 102/3"
2412,"ул. Маргулана, д. 113"
2413,"ул. М.Горького, д. 37"
2414,"ул. Мира, д. 52"
2415,"ул. М.Исиналиева, д. 58"
2416,"ул. Набережная, д. 5"
2417,"ул. Павлова, д. 21, кв. 41"
2418,"ул. Павлова, д. 34"
2419,"ул. Павлова, д. 34, нп 67"
2420,"ул. Павлова, д. 9"
2421,"ул. Павлова, д. 93/1"
2422,"ул. Пахомова, д. 102"
2423,"ул. Розы Люксембург, д. 113"
2424,"ул. Розы Люксембург, д. 113"
2425,"ул. Сатпаева, д. 63/1"
2426,"ул. Сормова, д. 2"
2427,"ул. Сулейменова, д. 22/1"
2428,"ул. Ткачева, д. 10/1"
2429,"ул. Ткачева, д. 12/7"
2430,"ул. Ткачева, д. 9"
2431,"ул. Толстого, д. 86"
2432,"ул. Торайгырова, 48/1"
2433,"ул. Торайгырова, 48/1"
2434,"ул. Торайгырова, д. 113"
2435,"ул. Торайгырова, д. 1/3"
2436,"ул. Торайгырова, д. 28/1"
2437,"ул. Торайгырова, д. 44/2"
2438,"ул. Торайгырова, д. 56"
2439,"ул. Торговая, д. 1"
2440,"ул. Украинская, д. 38А"
2441,"ул. Хабаровская, д. 10"
2442,"ул. Хабаровская, д. 104"
2443,"ул. Хромзаводская, 1-й проезд, д. 6, кв. 3"
2444,"ул. Чкалова, д. 118/1"
2445,"ул. Чкалова, д. 130"
2446,"ул. Чокина, д. 38"
2447,"ул. Энтузиастов, д. 30"
2448,"ул. Энтузиастов, д. 32"
2449,"ул. Якова Геринга, д. 1/1"
2450,"ул. Карагандинская, д. 1"
2451,"ул. Ломова, д. 52"
2452,"ул. Академика Бектурова, д. 16"
2453,"ул. Ак.Сатпаева, д. 47"
2454,"ул. Астана, д. 7/1"
2455,"ул. Каирбаева, д. 102"
2456,"ул. Ломова, д. 60"
2457,"ул. Ткачева, д. 9/1"
2458,"Мамлютская трасса, б/н"
2459,"с. Бесколь, ул. Гагарина, д. 2"
2460,"с. Бесколь, ул. Институтская, д. 2Б"
2461,"с. Бесколь, ул. Институтская, д. 2Б"
2462,"с. Покровка, Мамлютская трасса, б/н"
2463,"ул. Абая, д. 33"
2464,"ул. Абая, д. 67"
2465,"ул. Абая, д. 67"
2466,"ул. Абая, д. 77"
2467,"ул. Абая, д. 96"
2468,"ул. Астана, д. 21 А"
2469,"ул. Астана, д. 27"
2470,"ул. Астана, д. 27"
2471,"ул. Астана, д. 28"
2472,"ул. Астана, д. 7"
2473,"ул. Ауэзова, д. 162"
2474,"ул. Ауэзова, д. 167"
2475,"ул. Ахременко, д. 35"
2476,"ул. Батыр Баяна, д. 58"
2477,"ул. Бостандыкская, д. 13"
2478,"ул. Бостандыкская, д. 13"
2479,"ул. Бостандыкская, д. 22а"
2480,"ул. Букетова, д. 18"
2481,"ул. Букетова, д. 61"
2482,"ул. Валиханова, д. 30"
2483,"ул. Валиханова, д. 31"
2484,"ул. Валиханова, д. 56"
2485,"ул. Валиханова, д. 56"
2486,"ул. Горького, д. 16 Б"
2487,"ул. Гуденко, д. 3"
2488,"ул. Дусухамбетова, д. 17В"
2489,"ул. Егемен Казахстан, д. 1Д"
2490,"ул. Жалела Кизатова, д. 2"
2491,"ул. Жалела Кизатова, д. 3 А"
2492,"ул. Жамбыла, д. 131"
2493,"ул. Жамбыла, д. 142, НП-7"
2494,"ул. Жамбыла, д. 143"
2495,"ул. Жамбыла, д. 152"
2496,"ул. Жамбыла, д. 180А"
2497,"ул. Жамбыла, д. 190"
2498,"ул. Жамбыла, д. 190"
2499,"ул. Жамбыла, д. 193Б"
2500,"ул. Жамбыла, д. 304"
2501,"ул. Жамбыла, д. 6"
2502,"ул. Жукова, д. 11"
2503,"ул. Жумабаева, д. 101"
2504,"ул. Жумабаева, д. 78А"
2505,"ул. Жумабаева, д. 91"
2506,"ул. Интернациональная, 56"
2507,"ул. Интернациональная, 56"
2508,"ул. Интернациональная, д. 44"
2509,"ул. Интернациональная, д. 61"
2510,"ул. Интернациональная, д. 63Б"
2511,"ул. Интернациональная, д. 67"
2512,"ул. Интернациональная, д. 71"
2513,"ул. Интернациональная, д. 79"
2514,"ул. Интернациональная, д. 9"
2515,"ул. Караванная, д. 85А"
2516,"ул. Конституции Казахстана, 39"
2517,"ул. Конституции Казахстана, 39"
2518,"ул. Конституции Казахстана, д. 12"
2519,"ул. Конституции Казахстана, д. 55"
2520,"ул. Конституции Казахстана, д. 76"
2521,"ул. К.Сутюшева, д. 47"
2522,"ул. К.Сутюшева, д. 58Б"
2523,"ул. К.Сутюшева, д. 60"
2524,"ул. Ленинградская, д. 164"
2525,"ул. Медведева, д. 1"
2526,"ул. Мира, д. 134"
2527,"ул. Мусрепова, д. 14"
2528,"ул. Назарбаева, д. 256"
2529,"ул. Н.Болатбаева, д. 3 Г"
2530,"ул. Н.Назарбаева, д. 156"
2531,"ул. Н.Назарбаева, д. 223"
2532,"ул. Н.Назарбаева, д. 234"
2533,"ул. Н.Назарбаева, д. 242Б"
2534,"ул. Н.Назарбаева, д. 244"
2535,"ул. Н.Назарбаева, д. 252Б/1"
2536,"ул. Н.Назарбаева, д. 270А"
2537,"ул. Н.Назарбаева, д. 327"
2538,"ул. Н.Назарбаева, д. 339 Б"
2539,"ул. Н.Назарбаева, д. 339 Б"
2540,"ул. Н.Назарбаева, д. 69"
2541,"ул. Н.Назарбаева, д. 87"
2542,"ул. Панфилова, д. 84"
2543,"ул. Парковая, д. 117А"
2544,"ул. Парковая, д. 187"
2545,"ул. Партизанская, д. 185"
2546,"ул. Победы, д. 35"
2547,"ул. Потанина, д. 55"
2548,"ул. Пушкина, д. 103"
2549,"ул. Пушкина, д. 179"
2550,"ул. Пушкина, д. 82"
2551,"ул. Рыжова, д. 126"
2552,"ул. Сатпаева, д. 34"
2553,"ул. Сатпаева, д. 38"
2554,"ул. Семашко, д. 17А"
2555,"ул. С.Муканова, д. 50"
2556,"ул. Труда, д. 41"
2557,"ул. Украинская, д. 203"
2558,"ул. Ухабова, д. 4"
2559,"ул. Ухабова, д. 9"
2560,"ул. Хименко, д. 3"
2561,"ул. Хименко, д. 8"
2562,"ул. Чкалова, д. 48"
2563,"ул. Шухова, д. 16"
2564,"ул. Астана, д. 11"
2565,"ул. Гастелло, д. 54"
2566,"ул. Конституции Казахстана, д. 2"
2567,"ул. Пушкина, д. 75"
2568,"ул. Украинская, д. 40 А"
2569,"ул. Интернациональная, д. 11"
2570,"19 мкр-н, ул. Ленина, д. 74"
2571,"1 мкр-н, д. 19 А"
2572,"1 мкр-н, д. 7"
2573,"20 мкр-н, ул. Корчагина, д. 112/1"
2574,"2 мкр-н, д. 32"
2575,"3 мкр-н, д. 2"
2576,"3 мкр-н, д. 26"
2577,"4 мкр-н, д. 3А"
2578,"6 А мкр-н, д. 10"
2579,"6 мкр-н, д. 1А"
2580,"6 мкр-н, д. 9"
2581,"6 мкр-н, д. 9"
2582,"пр. Комсомольский, д. 36"
2583,"ул. 50 лет Октября, д. 1"
2584,"ул. 50 лет Октября, д. 37"
2585,"ул. 50 лет Октября, д. 43"
2586,"ул. 50 лет Октября, д. 5а"
2587,"ул. 50 лет Октября, д. 60"
2588,"ул. 50 лет Октября, д. 60А"
2589,"ул. 50 лет Октября, д. 68"
2590,"ул. 50 лет Октября, д. 98"
2591,"ул. 50 лет Октября, д. 98"
2592,"ул. Гагарина, д. 10"
2593,"ул. Гагарина, д. 3"
2594,"ул. Горняков, д. 49"
2595,"ул. Горняков, д. 56"
2596,"ул. Горняков, д. 68"
2597,"ул. Горняков, д. 80"
2598,"ул. Качарская, д. 31А"
2599,"ул. Комсомольский, д. 41"
2600,"ул. Корчагина, д. 101"
2601,"ул. Корчагина, д. 114"
2602,"ул. Корчагина, д. 132"
2603,"ул. Корчагина, д. 150"
2604,"ул. Корчагина, д. 88"
2605,"ул. Корчагина, д. 94"
2606,"ул. Космонавтов, д. 10"
2607,"ул. Космонавтов, д. 26"
2608,"ул. Ленина, д. 109"
2609,"ул. Ленина, д. 139"
2610,"ул. Ленина, д. 14"
2611,"ул. Ленина, д. 157"
2612,"ул. Ленина, д. 207"
2613,"ул. Ленина, д. 46"
2614,"ул. Ленина, д. 5"
2615,"ул. Ленина, д. 60"
2616,"ул. Ленина, д. 83"
2617,"ул. Мира, д. 110"
2618,"ул. Мира, д. 9"
2619,"ул. Парковая, д. 2Б"
2620,"ул. Сандригайло, д. 55"
2621,"ул. Сандригайло, д. 60"
2622,"ул. Сандригайло, д. 63"
2623,"ул. Строительная, д. 13"
2624,"ул. Франко, д. 1"
2625,"ул. Франко, д. 1"
2626,"ул. Франко, д. 4"
2627,"ул. 50 лет Октября, д. 27"
2628,"с. Абай, ул. Артыкова, б/н"
2629,"с. Абай, ул. Артыкова, б/н"
2630,"с. Абай, ул. Артыкова, б/н"
2631,"с. Абай, ул. Артыкова, б/н"
2632,"с. Абай, ул. Артыкова, б/н"
2633,"с. Абай, ул. Артыкова, д. 11"
2634,"с. Акниет, ул. Пупашенко, д. 2"
2635,"с. Асык Ата, ул. Алимбетова, б/н"
2636,"с. Асык Ата, ул. Алимбетова, б/н"
2637,"с. Асык Ата, ул. Алимбетова, д. 39"
2638,"с. Асыката, ул. Аль-Фараби, б/н"
2639,"с. Атакент ул. Ташкентская, б/н"
2640,"с. Атакент, ул. Ташкентская, б/н"
2641,"с. Атакент, ул. Ташкентская, б/н"
2642,"с. Атакент, ул. Ташкентская, б/н"
2643,"с. Атакент, ул. Ташкентская, б/н"
2644,"с. Жемисти, ул. Т.Толендиулы, д. 147"
2645,"с. Жетысай, ул. Амангелды, д. 12А"
2646,"с. Жибек Жолы, ул. Ахбердиева, б/н"
2647,"с. Жибек-жолы, ул. Ахбердиева, д. 20"
2648,"с. Казагурт, ул. Кунаева, д. 87"
2649,"с. Казыгурт, ул. Конаева, д. 87"
2650,"с. Казыгурт, ул. Кунаева, д. 87"
2651,"с. Казыгурт, ул. Кунаева, д. 87"
2652,"с. Куркелес, ул. Акбура-Ата, д. 80"
2653,"с. Ынтымак, ул. Ынтымак, д. 24б"
2654,"ул. 65 лет Победы, д. 1"
2655,"ул. Амангельды, д. 12А"
2656,"ул. Амангельды, д. 12А"
2657,"ул. Ахбердиева, б/н"
2658,"ул. Байбек Ермекова, д. 3"
2659,"ул. Байбек Ермекова, д. 3"
2660,"ул. Дуйсебайулы, д. 11"
2661,"ул. Ермекова, д. 3"
2662,"ул. Исмаилова, б/н"
2663,"ул. Исмайлова, б/н"
2664,"ул. Исмайлова, д. 221а"
2665,"ул. Исмайлова, д. 95"
2666,"ул. Майлы кожа, б/н"
2667,"ул. Майлы кожа, б/н"
2668,"ул. Майлы кожа, д. 14А/1"
2669,"ул. Майлы кожа, д. 15 А"
2670,"ул. Майлы Кожа, д. 58Б"
2671,"ул. Тасмуратова, б/н"
2672,"ул. Тасмуратова, б/н"
2673,"с. Дербисек, ул. Шонгара, д. 25А"
2674,"ул. Тасмуратова, б/н"
2675,"с. Капланбек, трасса Сарыагаш-Шымкент, д. 19Б"
2676,"ул. Байбек Ермекова, д. 3"
2677,"ул. Исмаилова, б/н"
2678,"ул. Мира, б/н"
2679,"5 мкр-н, пр. Независимости, д. 34"
2680,"5 мкр-н, пр. Независимости, д. 34"
2681,"5 мкр-н, ул. Ердена, д. 147"
2682,"пр. Независимости, д. 3А"
2683,"пр. Независимости, д. 3А"
2684,"пр. Сатпаева, д. 119, кв. 2"
2685,"пр. Сатпаева, д. 122"
2686,"ул. Абая, д. 46б"
2687,"ул. Абая, д. 48"
2688,"ул. Абая, д. 50"
2689,"ул. Абая, д. 50"
2690,"ул. Абая, д. 50б"
2691,"ул. Абая, д. 54Г"
2692,"ул. Абая, д. 63"
2693,"ул. Абая, д. 68"
2694,"ул. Абая, д. 72"
2695,"ул. Абая, д. 73"
2696,"ул. Гурбы, д. 66"
2697,"ул. Гурбы, д. 86"
2698,"ул. Гурбы, д. 96"
2699,"ул. Ердена, д. 108, кв. 2"
2700,"ул. Ердена, д. 179 А"
2701,"ул. Ердена, д. 209"
2702,"ул. Ердена, д. 52а"
2703,"ул. Комарова, д. 22а"
2704,"ул. Комарова, д. 22а"
2705,"ул. Комарова, д. 22а"
2706,"ул. Комарова, д. 6"
2707,"ул. Сатпаева, д. 102Б"
2708,"ул. Сатпаева, д. 108А"
2709,"ул. Сатпаева, д. 121"
2710,"ул. Сатпаева, д. 123"
2711,"ул. Сатпаева, д. 98"
2712,"ул. Улытауская, д. 42"
2713,"ул. Улытауская, д. 92"
2714,"ул. Шаталюка, д. 38б"
2715,"ул. Горняцкая, д. 1А"
2716,"ул. Комарова, д. 13б"
2717,"14 мкр-н, д. 5"
2718,"1 мкр-н, д. 3"
2719,"1 мкр-н, д. 43А"
2720,"35 Квартал, д. 24"
2721,"72-й Квартал, д. 14, НП 1"
2722,"72 Квартал, д. 22"
2723,"Квартал 342, б/н"
2724,"Квартал 342, б/н"
2725,"Квартал Б, д. 18"
2726,"мкр. Энергетик, д. 3"
2727,"пер. Байшешек, д. 2/1"
2728,"пр. Ауэзова, б/н"
2729,"пр. Ауэзова, д. 120"
2730,"пр. Ауэзова, д. 37А"
2731,"пр. Ауэзова, д. 41"
2732,"пр. Ауэзова, д. 42 Б"
2733,"пр. Ауэзова, д. 42 Б"
2734,"пр. Ауэзова, д. 42 Б"
2735,"пр. Ауэзова, д. 42 Б"
2736,"пр. Ауэзова, д. 5"
2737,"пр. Ауэзова, д. 5"
2738,"Привокзальная площадь, д. 1"
2739,"Привокзальная площадь, д. 1"
2740,"пр. Шакарима, д. 155 А"
2741,"пр. Шакарима, д. 42А"
2742,"пр. Шакарима, д. 60"
2743,"ул. 6-линия, д. 2В"
2744,"ул. 6 Линия, д. 2 В"
2745,"ул. Абая, д. 96"
2746,"ул. Аймаутова, д. 162"
2747,"ул. Академика Павлова, д. 101"
2748,"ул. Академика Павлова, д. 105"
2749,"ул. Александра Затаевича, д. 31, вс. 2"
2750,"ул. Александра Затаевича, д. 31, НП 2"
2751,"ул. Ауэзова, б/н"
2752,"ул. Ауэзова, д. 40"
2753,"ул. Ауэзова, д. 40"
2754,"ул. Би Боранбая, д. 39"
2755,"ул. Б.Момышулы, д. 12"
2756,"ул. Б.Момышулы, д. 20А"
2757,"ул. Б.Момышулы, д. 20А"
2758,"ул. Бозтаева, д. 4/3"
2759,"ул. Валиханова, 100Б"
2760,"ул. Валиханова, 100Б"
2761,"ул. Валиханова, д. 100/1"
2762,"ул. Валиханова, д. 100/112"
2763,"ул. Валиханова, д. 167"
2764,"ул. Гагарина, д. 325"
2765,"ул. Глинки, 47а"
2766,"ул. Глинки, 47а"
2767,"ул. Глинки, д. 16А"
2768,"ул. Глинки, д. 16А"
